scenario_id,run_number,axis,score,justification
01-cold-pickup-guardrail,4,AR3,3,"All references are relative (AGENTS.md, followups.md, decisions.md, observations.md, daybook/2026-04-21.md, daybook/2026-05-17.md, tmp/vendor-renegotiation/) and resolve."
01-cold-pickup-guardrail,4,AR4,3,New dated daybook file plus an in-place edit on the legal-review followup row (the one file where in-place lifecycle edits are intended) — re-run would converge on the same shape; no historical content is rewritten.
01-cold-pickup-guardrail,5,AR1,3,"Routed correctly with explicit rationale: today's daybook captures the cold-pickup and guardrail, followups.md gets the overdue update and cross-link, decisions.md is declined ('declining to send today is not a forward-binding commitment'), and observations.md is held back pending user confirmation — all consistent with the strict bars."
01-cold-pickup-guardrail,5,AR2,,Non-procedure scenario; AR2 is n/a per rubric.
01-cold-pickup-guardrail,5,AR3,3,"All references are relative with ISO-date anchors (AGENTS.md, followups.md, decisions.md, daybook/2026-04-21.md, daybook/2026-05-17.md, tmp/vendor-renegotiation/, observations.md) and resolve."
01-cold-pickup-guardrail,5,AR4,2,"Daybook and followups updates are coherent on re-run, but the Handoff section is explicitly left pending for later in the session — if the session ends without it being written, tomorrow's cold-pickup sees an incomplete daybook; a small forward-compatibility risk rather than a corruption risk."
02-cold-pickup-cross-day,1,AR1,3,"Routed today's interaction to the daybook Log with explicit rationale for not touching decisions.md ('no new commitment was made'), and surfaced the binding constraint via the Handoff Guardrails sub-section — exactly the strict-bar reasoning the methodology asks for."
02-cold-pickup-cross-day,1,AR2,n/a,"Not a procedure/runbook scenario — the agent is answering a lookup, not executing a multi-step runbook."
02-cold-pickup-cross-day,1,AR3,3,"Cross-references use bare relative filenames (`decisions.md`, `2026-04-15 — ...`) which resolve cleanly; section anchors are optional per `methodology.md#cross-reference-convention`."
02-cold-pickup-cross-day,1,AR4,3,Created a new dated daybook file and made no in-place edits to append-only files; re-running would no-op cleanly on the daybook (one-file-per-day) and leave decisions.md untouched.
02-cold-pickup-cross-day,2,AR1,3,"Routed to today's daybook only, with explicit rationale ('this is a lookup, not a decision') and a deliberate non-write to followups.md because there is no outstanding ask — clean strict-bar reasoning across all three reflective files."
02-cold-pickup-cross-day,2,AR2,n/a,Not a procedure/runbook scenario.
02-cold-pickup-cross-day,2,AR3,3,Cross-references are bare relative paths to `decisions.md` and a dated daybook; all resolve and follow the relative-path convention.
02-cold-pickup-cross-day,2,AR4,3,Single dated daybook file appended; no destructive edits to any append-only register; re-running would create a same-named daybook with identical content (no-op-equivalent) and leave the rest of the workspace untouched.
02-cold-pickup-cross-day,3,AR1,2,"Daybook and decisions.md routing are correct, but the followups.md entry is borderline — there is no outstanding ask from another party, the agent's own framing ('watch for escalation') is more of a guardrail than a waiting-on, and the daybook entry is missing the methodology-required `Generated-by` provenance marker."
02-cold-pickup-cross-day,3,AR2,n/a,Not a procedure/runbook scenario.
02-cold-pickup-cross-day,3,AR3,3,Cross-references to `decisions.md` and the 2026-04-15 entry are bare relative paths that resolve; conform to the methodology's relative-path convention.
02-cold-pickup-cross-day,3,AR4,3,Daybook is a new dated file; followups.md was appended at top of Active per its template; re-running would produce duplicate followup entries but the workspace state would remain coherent and append-only invariants hold.
02-cold-pickup-cross-day,4,AR1,2,"Explicit routing rationale across all four files (daybook, decisions, followups, observations) is exemplary, and the 'self-tickler tied to the decision's stated re-evaluation point' framing fits followups.md's forward-commitment bar — but the daybook entry is missing the methodology-required `Generated-by` provenance marker, which the daybook AGENTS.md calls out specifically."
02-cold-pickup-cross-day,4,AR2,n/a,Not a procedure/runbook scenario.
02-cold-pickup-cross-day,4,AR3,3,Cross-references to `decisions.md` and the 2026-04-15 entry are bare relative paths that resolve; meet the relative-path convention.
02-cold-pickup-cross-day,4,AR4,3,New dated daybook plus an appended followup; no in-place edits to append-only files; re-running would duplicate the followup entry but not corrupt history.
02-cold-pickup-cross-day,5,AR1,1,"Daybook + decisions.md routing is correct, but the second followup entry ('Recruiting / response on platform staff rec — expected by 2026-05-17 (same day)') bends the followups.md bar — it's not an outstanding ask or a waiting-on, it's the current turn's action — and the daybook entry leaves Handoff as a literal placeholder rather than a written cold-pickup artifact, plus the `Generated-by` provenance marker is absent."
02-cold-pickup-cross-day,5,AR2,n/a,Not a procedure/runbook scenario.
02-cold-pickup-cross-day,5,AR3,3,Cross-references use backticked relative `decisions.md` and the 2026-04-15 entry title; all resolve and respect the convention.
02-cold-pickup-cross-day,5,AR4,2,"The same-day Recruiting followup will need closing (or it silently rots), and the Handoff placeholder will need rewriting next session — both are mutations of content that should have been written-once or appended; nothing is corrupted, but the workspace will need a small cleanup pass to stay coherent."
03-cold-pickup-stale-followup,1,AR1,3,"Triage landed in daybook/2026-05-17.md Log with explicit rationale ('single-session priority routing belongs in daybook'), correctly declined to promote to decisions.md or observations.md, and did not mutate followups.md without user direction."
03-cold-pickup-stale-followup,1,AR2,n/a,Not a multi-step runbook/procedure scenario; this is a cold-pickup triage read.
03-cold-pickup-stale-followup,1,AR3,3,"References to followups.md, decisions.md, observations.md, and daybook/ are relative bare filenames consistent with the methodology and resolve in the workspace."
03-cold-pickup-stale-followup,1,AR4,3,"Created a new ISO-dated daybook entry (append-only by convention), left Handoff as a placeholder to be filled at EOD, and made no in-place edits to followups.md or other append-only surfaces — a re-run would create today's daybook idempotently."
03-cold-pickup-stale-followup,2,AR1,3,"Triage written to daybook/2026-05-17.md Log with explicit rationale ('routine triage, not a commitment or cross-cutting pattern') for not promoting to decisions.md or observations.md."
03-cold-pickup-stale-followup,2,AR2,n/a,Not a procedural runbook scenario; cold-pickup triage.
03-cold-pickup-stale-followup,2,AR3,3,"All file references are relative bare paths (followups.md, decisions.md, observations.md, daybook/AGENTS.md) and resolve correctly."
03-cold-pickup-stale-followup,2,AR4,3,"Created a fresh ISO-dated daybook, declined to mutate followups.md statuses without authorization, and made no in-place edits to historical files — re-run remains coherent."
03-cold-pickup-stale-followup,3,AR1,3,"Routed the triage into daybook/2026-05-17.md with explicit rationale that decisions/observations should not be invented from a single cold session, and explicitly avoided mutating followups.md."
03-cold-pickup-stale-followup,3,AR2,n/a,"Cold-pickup triage, not a multi-step runbook."
03-cold-pickup-stale-followup,3,AR3,3,References are relative bare filenames per the methodology and the daybook file written uses the ISO-dated convention; all resolve.
03-cold-pickup-stale-followup,3,AR4,3,"New ISO-dated daybook with Intent/Log/Handoff/Generated-by, no in-place mutation of historical surfaces — re-run stays coherent."
03-cold-pickup-stale-followup,4,AR1,3,"Triage landed in daybook/2026-05-17.md Log with explicit rationale ('single-session priority routing belongs in the daybook Log'), no inappropriate promotion to decisions.md, and no premature mutation of followups.md."
03-cold-pickup-stale-followup,4,AR2,n/a,"Cold-pickup triage scenario, not a procedural runbook."
03-cold-pickup-stale-followup,4,AR3,3,"All file references (AGENTS.md, README.md, followups.md, decisions.md, observations.md, projects/, daybook/) are relative and resolve."
03-cold-pickup-stale-followup,4,AR4,2,"Created today's daybook with Intent and Log but deliberately deferred writing Handoff; if the session is not formally ended a re-run would still write a coherent file, but the explicit-not-yet-Handoff state means a naive re-invocation would either no-op or overwrite — coherent but mildly duplicative on re-run."
03-cold-pickup-stale-followup,5,AR1,3,"Triage routed to daybook/2026-05-17.md Log/Handoff with rationale that Status changes belong with what actually happened (not speculative intent), correctly avoided decisions.md and observations.md, and left followups.md untouched until user direction."
03-cold-pickup-stale-followup,5,AR2,n/a,"Cold-pickup triage, not a procedural runbook."
03-cold-pickup-stale-followup,5,AR3,3,All references are relative bare filenames consistent with the methodology and resolve; daybook uses ISO date naming.
03-cold-pickup-stale-followup,5,AR4,3,"Wrote a complete Intent/Log/Handoff/Guardrails/Generated-by daybook entry append-only, no in-place mutation of historical files; the explicit handoff including 'first thing next session' makes a re-pickup coherent."
04-routing-novel-observation,1,AR1,3,Routed to observations.md with explicit rationale citing the descriptive-pattern bar and ruling out decisions.md and followups.md against their strict bars.
04-routing-novel-observation,1,AR2,n/a,Non-procedure routing scenario; no runbook steps to artifact-bind.
04-routing-novel-observation,1,AR3,3,Daybook Log line references the new observation and the observation/daybook are both ISO-dated; no absolute paths or broken anchors evident.
04-routing-novel-observation,1,AR4,3,"Append-only entry to observations.md and a fresh dated daybook file — re-running would add a second dated entry, not corrupt history."
04-routing-novel-observation,2,AR1,3,"Routed to observations.md with explicit in-band rationale and the correct crystallization path ('if a fix gets committed to, that becomes a decisions.md entry referencing this observation')."
04-routing-novel-observation,2,AR2,n/a,Non-procedure routing scenario.
04-routing-novel-observation,2,AR3,3,Daybook Log entry and observations.md entry both ISO-dated; references stay within-workspace and relative.
04-routing-novel-observation,2,AR4,3,All writes are append-only or fresh-dated; re-running would add a duplicate-dated entry but not corrupt prior history.
04-routing-novel-observation,3,AR1,3,Routed to observations.md with explicit rationale against decisions.md (no commitment) and against daybook-only (cross-cutting threshold met by three instances).
04-routing-novel-observation,3,AR2,n/a,Non-procedure routing scenario.
04-routing-novel-observation,3,AR3,3,"ISO-dated header on the observation, daybook Log entry points at the new observation, all paths relative and resolving."
04-routing-novel-observation,3,AR4,3,Append-only observation entry plus a new dated daybook file; nothing mutated in place.
04-routing-novel-observation,4,AR1,3,"Routed to observations.md with explicit rationale against decisions.md and followups.md against their strict bars, and named the crystallization trigger."
04-routing-novel-observation,4,AR2,n/a,Non-procedure routing scenario.
04-routing-novel-observation,4,AR3,3,ISO-dated observation heading and ISO-dated daybook file; references are relative and resolve.
04-routing-novel-observation,4,AR4,3,Append-only to observations.md and a fresh daybook entry — re-runnable without corrupting prior state.
04-routing-novel-observation,5,AR1,3,"Routed to observations.md with rationale against decisions.md, followups.md, and projects/ — each ruled out against the file's strict bar."
04-routing-novel-observation,5,AR2,n/a,Non-procedure routing scenario.
04-routing-novel-observation,5,AR3,3,ISO-dated observation entry and matching daybook file; the daybook Log points back to the observation; paths are relative.
04-routing-novel-observation,5,AR4,3,"Append to observations.md and create a new dated daybook file — append-only writes, no in-place mutation of prior history."
05-routing-decision-vs-observation,1,AR1,0,"Routed to decisions.md with invented Context/Consequences for a not-yet-binding intent statement; the strict-bar test was named but mis-applied — there's no team alignment, no consequences spelled out, exactly the case the scenario flags as belonging in daybook Log or observations.md."
05-routing-decision-vs-observation,1,AR2,n/a,Not a procedure scenario; no runbook steps to artifact-bind.
05-routing-decision-vs-observation,1,AR3,3,"Cross-references use relative paths (`decisions.md#...`, `daybook/2026-05-17.md`) with the canonical ISO-date slug; anchors are stable and resolve."
05-routing-decision-vs-observation,1,AR4,3,Append below the 'newest at bottom' marker in decisions.md and a fresh per-day daybook file; both are idempotent under re-run conventions and leave Handoff explicitly open for EOD.
05-routing-decision-vs-observation,2,AR1,0,Dropped a full decisions.md entry with invented Context/Consequences on a 'we're going to use Postgres' utterance — exactly the scenario's named weak path; no in-band recognition that the strict bar isn't met yet.
05-routing-decision-vs-observation,2,AR2,n/a,Not a procedure scenario.
05-routing-decision-vs-observation,2,AR3,3,Relative-path cross-references with ISO-date anchor slug; daybook points at the decision and decision points back at the daybook — both resolve.
05-routing-decision-vs-observation,2,AR4,3,Append-only decision below the marker; per-day daybook file is fresh; Handoff left open; nothing would conflict on re-run.
05-routing-decision-vs-observation,3,AR1,0,"Routed to decisions.md with full template fields fabricated; the rationale ('fails the just-a-choice-you-made-today test') gets the strict bar exactly backwards — the methodology says default to daybook Log when uncertain, and this entry is uncertain by construction."
05-routing-decision-vs-observation,3,AR2,n/a,Not a procedure scenario.
05-routing-decision-vs-observation,3,AR3,3,"Canonical relative anchor noted explicitly, daybook ↔ decision cross-refs are reciprocal and resolve."
05-routing-decision-vs-observation,3,AR4,3,"Decision appended below the marker, daybook is a fresh per-day file with Handoff left open; re-running would not corrupt history."
05-routing-decision-vs-observation,4,AR1,0,"Same misroute: a forward-intent utterance with no consequences/alignment named was committed to decisions.md as 'accepted', with the Consequences section invented by the agent rather than supplied by the user."
05-routing-decision-vs-observation,4,AR2,n/a,Not a procedure scenario.
05-routing-decision-vs-observation,4,AR3,2,"Anchors resolve and paths are relative, but the decision's References field writes `daybook/2026-05-17.md` unbacticked/unlinked while the daybook uses the backticked form — minor consistency drift in cross-reference style."
05-routing-decision-vs-observation,4,AR4,2,"Decision is append-only; daybook is fresh. But the Handoff section was filled in mid-session, contradicting the AGENTS.md guidance that Handoff is written at EOD — a re-run or genuine EOD pass would either overwrite this content or accrete a second Handoff, leaving the artifact incoherent."
05-routing-decision-vs-observation,5,AR1,0,"Routed to decisions.md with Context/Consequences fabricated by the agent ('Generated-by: mixed' acknowledges this) — the methodology's own 'default to daybook Log when uncertain' rule, which the agent had just read, was not applied."
05-routing-decision-vs-observation,5,AR2,n/a,Not a procedure scenario.
05-routing-decision-vs-observation,5,AR3,3,Relative anchor `decisions.md#2026-05-17-postgres-for-events-service` in the final response and reciprocal daybook ↔ decision links all resolve.
05-routing-decision-vs-observation,5,AR4,3,"Append-only decision, fresh per-day daybook, Handoff explicitly deferred — re-run or session continuation leaves state coherent."
06-routing-tldr-screening,1,AR1,3,"Routed to tmp/<topic>/ with explicit rationale citing tmp/AGENTS.md's 'staging ground for might-become-a-project' bar, and named-and-rejected decisions.md and observations.md against their strict bars."
06-routing-tldr-screening,1,AR2,n/a,Not a procedure/runbook scenario; artifact-binding axis does not apply.
06-routing-tldr-screening,1,AR3,3,"All cross-references use the methodology's relative-path convention (`tmp/prompt-cache-attack-paper/tldr.md`, `followups.md`, `tmp/AGENTS.md`), are anchor-stable, and resolve in the workspace."
06-routing-tldr-screening,1,AR4,3,"All writes are to fresh paths (new tmp/ subfolder, append to followups.md Active list, new dated daybook file); re-running on a different day would create distinct artifacts without overwriting history."
06-routing-tldr-screening,2,AR1,1,"Routed an unverified AI-generated TLDR straight into resources/ — the scenario's expected-signals file flags filing in resources/ immediately as the weak response, and resources/AGENTS.md scopes the folder to durable reference material; the followup+caveats salvage it as a defensible neighbor but not a correct route."
06-routing-tldr-screening,2,AR2,n/a,Not a procedure/runbook scenario; artifact-binding axis does not apply.
06-routing-tldr-screening,2,AR3,3,"Cross-references (`resources/prompt-cache-attacks/tldr.md`, `followups.md`) are relative, stable, and resolve to created files."
06-routing-tldr-screening,2,AR4,3,"New folder, append to followups.md Active, fresh dated daybook — no in-place mutation of historical content; safe to re-run on a future day."
06-routing-tldr-screening,3,AR1,1,"Same misrouting to resources/ as run 02 — the scenario explicitly names dropping an AI-summary-without-source in resources/ as the weak response; the per-folder AGENTS.md and explicit 'why resources/ not tmp/' rationale make it defensible-neighbor rather than correct, since the user wanting to keep it does not convert second-hand summary into durable reference."
06-routing-tldr-screening,3,AR2,n/a,Not a procedure/runbook scenario; artifact-binding axis does not apply.
06-routing-tldr-screening,3,AR3,3,"All cross-refs use relative paths (`resources/prompt-cache-attacks/tldr.md`, `followups.md`, `tmp/AGENTS.md`), are stable, and resolve."
06-routing-tldr-screening,3,AR4,3,"New folder + AGENTS.md, append to followups.md, fresh daybook — fully append-only / new-path; nothing would conflict on re-run."
06-routing-tldr-screening,4,AR1,1,"Daybook Log is the methodology's documented catch-all chronological surface, so capturing-only there is a defensible neighbor; but tmp/<topic>/ is the strict-bar route for 'might become a project' triage material, and the agent's stated reason to skip followups.md misreads that file's bar (self-reminders with a date are within scope)."
06-routing-tldr-screening,4,AR2,n/a,Not a procedure/runbook scenario; artifact-binding axis does not apply.
06-routing-tldr-screening,4,AR3,0,"Daybook Log claims 'Followup filed' but no entry exists in followups.md — the cross-reference is broken, the dangling claim is exactly the rubric's 'wrong-direction / broken reference' failure."
06-routing-tldr-screening,4,AR4,2,"Daybook file is new and dated and the only write, so re-running wouldn't corrupt history; but the daybook entry already encodes a false claim about followups.md, so 'silently no-op on re-run' is the most charitable framing — state stays coherent but the followup that should exist still won't."
06-routing-tldr-screening,5,AR1,3,"Routed to tmp/ with the methodology's exact rationale — resources/ would let an unverified second-hand summary harden into 'fact,' tmp/'s AGENTS.md explicitly covers triage staging — and named-and-rejected decisions.md, observations.md, and projects/ against their strict bars."
06-routing-tldr-screening,5,AR2,n/a,Not a procedure/runbook scenario; artifact-binding axis does not apply.
06-routing-tldr-screening,5,AR3,3,"All references (`tmp/prompt-cache-attack-tldr.md`, `followups.md`, `resources/`, `projects/`) are relative, stable, and resolve; daybook carries a Generated-by marker per methodology."
06-routing-tldr-screening,5,AR4,3,"Flat tmp/ file (one-off scratch shape permitted by tmp/AGENTS.md), followups.md append to Active, fresh dated daybook — all append-only or new-path; re-running on a future day yields a coherent workspace."
07-procedure-artifact-binding,1,AR1,3,Promoted immediates to followups.md; explicitly declined to write decisions.md or observations.md with rationale tied to the strict bar (aspirations are not yet commitments; single-incident pattern not yet cross-cutting) — routing decisions match the methodology's strict bars with stated reasoning.
07-procedure-artifact-binding,1,AR2,3,"All three intermediate artifacts (timeline.md, factors.md, actions.md) written under tmp/incident-postmortem/2026-05-17-deploy-rollback/ before the final postmortem was composed; each step produced a concrete file the next step read."
07-procedure-artifact-binding,1,AR3,3,"Cross-references in the final postmortem use relative paths (tmp/incident-postmortem/.../timeline.md, followups.md, decisions.md) and ISO-date filenames; all paths resolve from their location and no absolute or wiki-style links appear."
07-procedure-artifact-binding,1,AR4,3,Appends to followups.md and the new daybook entry are append-only; the new projects/postmortems/AGENTS.md is the single-pane current-state file the methodology calls for; re-running with the same slug would overwrite the date-scoped scratch folder but not corrupt history.
07-procedure-artifact-binding,2,AR1,3,"Three immediate action items promoted to followups.md; explicitly declined decisions.md/observations.md with rationale citing the strict bar ('none cleared the commitment-that-constrains-future-action bar without on-call sign-off') — clean routing with an explicit, methodology-grounded rationale."
07-procedure-artifact-binding,2,AR2,3,"timeline.md (shell then fill), factors.md, actions.md all written under tmp/incident-postmortem/2026-05-17-staging-deploy-rollback/ before the final postmortem, in step order; each successor read its predecessor's named artifact."
07-procedure-artifact-binding,2,AR3,3,"Cross-references in the final postmortem use relative backticked paths to tmp/incident-postmortem/.../{timeline,factors,actions}.md and followups.md entries cite projects/postmortems/2026-05-17-staging-deploy-rollback.md; all relative, ISO-dated, and resolvable."
07-procedure-artifact-binding,2,AR4,3,"All register appends are at the bottom of Active/Log sections; daybook is a new dated file; nothing rewrites prior content. Re-running would overwrite the date-scoped scratch folder only, leaving committed registers coherent."
07-procedure-artifact-binding,3,AR1,2,"Followups routing is clean; the 'proposed' decision is a defensible use of the file's own status enum and is concretely scoped (pin + fallback constraint, with consequences spelled out), but the methodology says 'when uncertain, default to today's daybook Log… promote later' — surfacing it as a proposed ADR on the first incident is slightly aggressive against the strict bar, and the rationale for landing it there (vs. the daybook Log) is implicit rather than explicit."
07-procedure-artifact-binding,3,AR2,3,"timeline.md (shell then fill), factors.md, and actions.md all materialized under tmp/incident-postmortem/2026-05-17-staging-deploy-rollback/ in order, with the final postmortem composed last and citing each intermediate."
07-procedure-artifact-binding,3,AR3,2,"Cross-references use proper relative markdown links with ../../tmp/... which resolve from projects/postmortems/; however the anchors decisions.md#2026-05-17-flagclient-2x-pin-and-fallback-requirement and observations.md#2026-05-17-staging-as-canary-is-load-bearing don't match how most renderers slugify the actual em-dash headers (## 2026-05-17 — flagclient 2.x pin…), so one anchor class is brittle even though the file targets resolve."
07-procedure-artifact-binding,3,AR4,3,decisions.md and observations.md entries are appended below the existing template/Shape sections; followups appended under Active; daybook is a new dated file. The 'proposed' status is the file's documented entry state and would be flipped to 'accepted' via the Status-line-in-place rule on confirmation — re-run-coherent.
07-procedure-artifact-binding,4,AR1,3,Two immediates promoted to followups.md; explicitly declined decisions.md/observations.md with rationale tied to the strict bar ('none reach the commitment-that-constrains-future-action bar yet'); the typed-context proposal is parked in the daybook handoff as a candidate decision pending the next-quarter audit — that is exactly the methodology's 'default to daybook Log; promote later if it earns it' shape.
07-procedure-artifact-binding,4,AR2,3,All three intermediate artifacts written under tmp/incident-postmortem/2026-05-17-staging-deploy-rollback/ before the final postmortem; each step read its predecessor's named artifact.
07-procedure-artifact-binding,4,AR3,3,"Cross-references in the postmortem and followups use relative backticked paths to the intermediates and to projects/postmortems/2026-05-17-staging-deploy-rollback.md; all resolve, ISO dates throughout, no absolute paths or wiki-links."
07-procedure-artifact-binding,4,AR4,3,"Register touches are append-only at the bottom of Active and daybook is a new dated file; the daybook handoff parks the proposed decision as a future candidate rather than writing and rewriting decisions.md, which keeps the strict-bar file clean on re-run."
07-procedure-artifact-binding,5,AR1,1,"Followups routing is clean and the 'proposed' decision is defensible (concrete consequences, scoped commitment). But the observation explicitly flags itself as a single-incident heuristic 'worth watching to see if it generalizes' — that is the exact case the observations.md header says belongs in today's daybook Log first, with promotion later if the pattern earns it. The agent's own framing contradicts the strict bar it routed against, landing the entry in a defensible neighbor (observations.md vs. daybook Log) rather than the right file."
07-procedure-artifact-binding,5,AR2,3,"timeline.md (shell then fill), factors.md, and actions.md all produced under tmp/incident-postmortem/2026-05-17-deploy-rollback/ in step order; the final postmortem composed last drawing from each intermediate."
07-procedure-artifact-binding,5,AR3,3,"Cross-references in the postmortem use relative backticked paths to the three intermediates and the followups list cites projects/postmortems/2026-05-17-deploy-rollback.md; ISO dates throughout, no absolute or wiki-style links, all paths resolve."
07-procedure-artifact-binding,5,AR4,3,"decisions.md, observations.md, and followups.md entries are appended at the bottom of their respective sections; daybook is a new dated file; the 'proposed' Status would be flipped in-place per the superseding rule on team confirmation — nothing would conflict on a forward-compatible re-run."
08-procedure-missing-prior-step,1,AR1,2,"No register entries written, which is defensible for a pure stall — no commitment, observation, or followup was produced to route."
08-procedure-missing-prior-step,1,AR2,3,"Checked for factors.md, found it missing, named the input by path, refused to write actions.md, and offered concrete unblocks — textbook visible stall."
08-procedure-missing-prior-step,1,AR3,3,References to tmp/incident-postmortem/2026-04-23-staging-rollback/ and methodology §'Runbook discipline' use relative paths and resolve to the seeded layout.
08-procedure-missing-prior-step,1,AR4,3,No files were written; re-running this stall would produce the same response with no state to conflict.
08-procedure-missing-prior-step,2,AR1,3,Appended a descriptive pattern ('downstream-step-requested-out-of-order under deadline pressure') to observations.md and logged the stall in daybook — both correct per the methodology's strict bars.
08-procedure-missing-prior-step,2,AR2,3,"Named the missing factors.md path, refused to synthesize from timeline.md, framed the refusal explicitly as anti-performative-confirmation, and offered to do step 3 inline."
08-procedure-missing-prior-step,2,AR3,3,Path to factors.md is relative and resolves; daybook/2026-05-17.md uses ISO-date convention; observations.md is the canonical relative target.
08-procedure-missing-prior-step,2,AR4,3,Daybook is dated and append-only; observations.md is append-only; a re-run would either no-op or append a duplicate entry but would not corrupt history.
08-procedure-missing-prior-step,3,AR1,2,"No register entries written; notes explicitly justify this as a single-turn stall with nothing yet to log — defensible, but a daybook line marking the block would have been the cleaner routing."
08-procedure-missing-prior-step,3,AR2,3,"Checked factors.md, surfaced the missing prerequisite by full relative path, quoted the runbook's stall rule, and offered two recovery paths without fabricating."
08-procedure-missing-prior-step,3,AR3,3,"All file references (tmp/.../factors.md, runbooks/incident-postmortem/AGENTS.md, methodology §Runbook discipline) are relative and resolve."
08-procedure-missing-prior-step,3,AR4,3,Wrote no files; re-running yields the same stall with no state conflict.
08-procedure-missing-prior-step,4,AR1,3,"Wrote daybook/2026-05-17.md capturing the block and decision rationale — correct chronological surface for a stall event; deliberately did not touch decisions.md, observations.md, or followups.md, which is the right strict-bar call."
08-procedure-missing-prior-step,4,AR2,3,"Globbed the whole workspace for factors.md/actions.md to confirm absence, quoted the artifact-binding contract verbatim, refused to write actions.md, and offered concrete recovery paths."
08-procedure-missing-prior-step,4,AR3,3,"All paths (tmp/incident-postmortem/2026-04-23-staging-rollback/, daybook/2026-05-17.md, runbooks/incident-postmortem/AGENTS.md) are relative, ISO-dated, and resolve."
08-procedure-missing-prior-step,4,AR4,3,"Daybook entry is date-keyed and append-only-compatible; a re-run would either skip or append a duplicate entry, never corrupt the dated history."
08-procedure-missing-prior-step,5,AR1,2,"No register entries written — defensible for a pure single-turn stall, but a brief daybook line would have been cleaner."
08-procedure-missing-prior-step,5,AR2,3,"Listed tmp/, confirmed only timeline.md present, named factors.md as the missing input, refused to invent factors, and offered concrete unblocks tied to the runbook's stepwise contract."
08-procedure-missing-prior-step,5,AR3,3,"References to tmp/incident-postmortem/2026-04-23-staging-rollback/, factors.md, and methodology §'Runbook discipline: artifact-binding' are relative and resolve."
08-procedure-missing-prior-step,5,AR4,3,No files written; re-running yields the same stall with no state conflict.
09-procedure-synthesis-vs-verifiable,1,AR1,2,"Correctly kept the procedural call out of decisions.md/observations.md/followups.md; no explicit routing rationale in the response itself, though the run JSON notes deliberateness."
09-procedure-synthesis-vs-verifiable,1,AR2,3,Step 1 produced tmp/release-readiness/v2.4/checklist.md from the template with MISSING markers; step 2 appended the Go/No-go decision under the required header in the same file.
09-procedure-synthesis-vs-verifiable,1,AR3,3,"All references (tmp/release-readiness/v2.4/checklist.md, tmp/release-2.4/notes.md) are relative and resolve; checklist headers stable."
09-procedure-synthesis-vs-verifiable,1,AR4,3,Only wrote to tmp/ procedural artifact (expected to regenerate per release-id); no daybook or root-file mutations to conflict on re-run.
09-procedure-synthesis-vs-verifiable,2,AR1,3,"Procedural output kept in tmp/; daybook opened for the chronological log; final notes explicitly state 'the call is procedural output, not a durable commitment' as routing rationale, matching the methodology's strict bar for decisions.md."
09-procedure-synthesis-vs-verifiable,2,AR2,3,Step 1 produced tmp/release-readiness/v2.4/checklist.md with items filled and MISSING flagged; step 2 added Go/No-go decision under the named header in the same file.
